dept_rollup_name,fund_name,program_name,expense_category,budget,expenditures,source_lines,elapsed_pct,expected_spend_to_date,remaining_budget,utilization_pct,pace_variance,pace_gap_pct_points,linear_run_rate_proxy,projected_variance_proxy,pace_status
"Office of Arts, Culture, Music and Entertainment",Historic Preservation Fund,Transfers and Other Requirements,Transfers & debt service,12104490.0,9453246.67,5,75.0,9078367.5,2651243.33,78.09702573177391,374879.1699999999,3.097025731773911,12604328.893333333,499838.8933333326,Near pace
Emergency Medical Services,General Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,11996258.0,10096949.6,10,75.0,8997193.5,1899308.4000000004,84.16749289653491,1099756.0999999996,9.16749289653491,13462599.466666667,1466341.4666666668,Above pace
Fire,General Fund,"Transfers, Debt Service, and Other Requirements",Grants & contributions,11923077.0,9144286.24,1,75.0,8942307.75,2778790.76,76.69401313100637,201978.49000000022,1.694013131006372,12192381.653333334,269304.65333333425,Near pace
Public Works,Transportation Fund,One Stop Shop,Personnel & benefits,11789474.0,9080764.74,57,75.0,8842105.5,2708709.26,77.0243417136337,238659.24000000022,2.024341713633703,12107686.32,318212.3200000003,Near pace
Austin Water,Austin Water Water Utility Operating Fund,Customer Experience,Personnel & benefits,11740149.0,8371083.99,105,75.0,8805111.75,3369065.01,71.30304726115486,-434027.7599999998,-3.696952738845141,11161445.32,-578703.6799999997,Near pace
Human Resources,Employee Benefits Fund,Employee Dental,Other operating costs,11718038.0,10903475.77,1,75.0,8788528.5,814562.2300000004,93.04864662497255,2114947.2699999996,18.048646624972548,14537967.693333333,2819929.6933333334,Above pace
Communications & Technology Management,"Combined Transportation, Emergency & Communications Ctr Fund",CTECC and Public Safety IT Support,Contractual services,11563929.0,7260096.07,31,75.0,8672946.75,4303832.93,62.78226085615019,-1412850.6799999997,-12.217739143849812,9680128.093333334,-1883800.9066666663,Below pace
Watershed Protection,Drainage Utility Fund,Field Operations,Other operating costs,11472793.0,6719243.4,294,75.0,8604594.75,4753549.6,58.566762252225764,-1885351.3499999996,-16.433237747774236,8958991.200000001,-2513801.799999999,Below pace
Public Works,Transportation Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,11384286.0,9172098.73,11,75.0,8538214.5,2212187.2699999996,80.56806311788021,633884.2300000004,5.5680631178802145,12229464.973333335,845178.9733333346,Above pace
Building Services,Facilities Management Fund,Facility and Project Management,Personnel & benefits,11227731.0,7852383.850000001,145,75.0,8420798.25,3375347.1499999994,69.93740632011935,-568414.3999999994,-5.062593679880649,10469845.133333335,-757885.8666666653,Below pace
Financial Services,Waller Creek Reserve Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,11197012.0,11098981.0,1,75.0,8397759.0,98031.0,99.12448964062912,2701222.0,24.124489640629122,14798641.333333334,3601629.333333334,Above pace
Emergency Medical Services,General Fund,Operations,Other operating costs,11111018.0,12822110.18,111,75.0,8333263.5,-1711092.1799999997,115.39995867165366,4488846.68,40.399958671653664,17096146.906666666,5985128.906666666,Above pace
Aviation,Airport Operating Fund,Support Services,Contractual services,10994608.0,6033833.86,70,75.0,8245956.0,4960774.14,54.87993623783586,-2212122.1399999997,-20.120063762164143,8045111.8133333335,-2949496.1866666665,Below pace
Animal Services,General Fund,Animal Services,Personnel & benefits,10897581.0,8007698.13,101,75.0,8173185.75,2889882.87,73.48142794258652,-165487.6200000001,-1.5185720574134791,10676930.84,-220650.16000000015,Near pace
Communications & Technology Management,Information and Technology Fund,Customer Delivery,Personnel & benefits,10887047.0,8623162.92,92,75.0,8165285.25,2263884.08,79.20571041899608,457877.6699999999,4.205710418996077,11497550.56,610503.5600000005,Near pace
Austin Water,Austin Water Wastewater Utility Operating Fund,Engineering and Technical Services,Personnel & benefits,10865942.0,10498618.6,80,75.0,8149456.5,367323.4000000004,96.61949787694431,2349162.0999999996,21.61949787694431,13998158.133333333,3132216.133333333,Above pace
Austin Energy,Austin Energy Fund,Customer Energy Solutions,Grants & contributions,10860000.0,7347496.869999999,12,75.0,8145000.0,3512503.130000001,67.65650893186003,-797503.1300000008,-7.3434910681399685,9796662.493333332,-1063337.5066666678,Below pace
Austin Energy,Austin Energy Fund,Customer Energy Solutions,Personnel & benefits,10764666.0,8920097.76,120,75.0,8073499.5,1844568.2400000002,82.86460313770999,846598.2599999998,7.864603137709992,11893463.68,1128797.6799999997,Above pace
Austin Water,Austin Water Water Utility Operating Fund,"Transfers, Debt Service, and Other Requirements",Contractual services,10696148.0,8913456.7,1,75.0,8022111.0,1782691.3000000007,83.33333364497199,891345.6999999993,8.333333644971987,11884608.933333332,1188460.9333333317,Above pace
Austin Public Health,General Fund,"Transfers, Debt Service, and Other Requirements",Contractual services,10601374.0,8838451.6,2,75.0,7951030.5,1762922.4000000004,83.37081212303235,887421.0999999996,8.370812123032351,11784602.133333333,1183228.1333333328,Above pace
Building Services,Facilities Management Fund,Facility and Project Management,Contractual services,10469492.0,8173638.06,204,75.0,7852119.0,2295853.9400000004,78.0710091759944,321519.0599999996,3.071009175994405,10898184.08,428692.0800000001,Near pace
Development Services,Development Services Fund,Land Development Review,Personnel & benefits,10303017.0,7544140.77,103,75.0,7727262.75,2758876.2300000004,73.22263731099346,-183121.98000000045,-1.7773626890065373,10058854.36,-244162.6400000006,Near pace
Emergency Medical Services,General Fund,Clinical Navigation,Personnel & benefits,10263754.0,6829271.08,57,75.0,7697815.5,3434482.92,66.53775100221615,-868544.4199999999,-8.462248997783846,9105694.773333333,-1158059.2266666666,Below pace
Public Works,Transportation Fund,"Transfers, Debt Service, and Other Requirements",Transfers & debt service,10247228.0,8428498.49,9,75.0,7685421.0,1818729.5099999998,82.25149757573463,743077.4900000002,7.251497575734632,11237997.986666666,990769.9866666663,Above pace
Austin Resource Recovery,Austin Resource Recovery Fund,Support Services,Personnel & benefits,10068354.0,8478595.47,103,75.0,7551265.5,1589758.5299999993,84.21034331927544,927329.9700000007,9.210343319275438,11304793.96,1236439.960000001,Above pace
Watershed Protection,Drainage Utility Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,10010517.0,8354093.6,12,75.0,7507887.75,1656423.4000000004,83.45316830289585,846205.8499999996,8.453168302895847,11138791.466666667,1128274.4666666668,Above pace
Public Works,Transportation Fund,Street Preventive Maintenance,Other operating costs,9997137.0,7207682.56,91,75.0,7497852.75,2789454.4400000004,72.09746710483212,-290170.1900000004,-2.90253289516788,9610243.413333332,-386893.58666666783,Near pace
Austin Water,Austin Water Water Utility Operating Fund,Engineering and Technical Services,Personnel & benefits,9993759.0,6390376.76,79,75.0,7495319.25,3603382.24,63.94367484747231,-1104942.4900000002,-11.056325152527691,8520502.346666666,-1473256.6533333343,Below pace
Austin Water,S-Wastewater Impact Fees,Wastewater Cip Transfers To,Transfers & debt service,9990000.0,9990163.62,1,75.0,7492500.0,-163.61999999918044,100.00163783783782,2497663.619999999,25.00163783783782,13320218.159999998,3330218.1599999983,Above pace
Austin Energy,Austin Energy Fund,Customer Energy Solutions,Contractual services,9934269.0,4947852.27,44,75.0,7450701.75,4986416.73,49.80590187360539,-2502849.4800000004,-25.194098126394607,6597136.359999999,-3337132.6400000006,Below pace
Communications & Technology Management,"Combined Transportation, Emergency & Communications Ctr Fund",CTECC and Public Safety IT Support,"Supplies, technology & equipment",9898195.0,9611195.42,36,75.0,7423646.25,286999.5800000001,97.10048569461402,2187549.17,22.100485694614022,12814927.226666667,2916732.2266666666,Above pace
Neighborhood Housing & Community Development,General Fund,Support Services,Personnel & benefits,9823653.0,7798309.13,55,75.0,7367739.75,2025343.87,79.38298645117045,430569.3799999999,4.382986451170453,10397745.506666666,574092.5066666659,Near pace
Public Works,Parking Management Fund,Parking and Mobility Management,Personnel & benefits,9720381.0,7065660.99,58,75.0,7290285.75,2654720.01,72.68913625916515,-224624.75999999978,-2.310863740834847,9420881.32,-299499.6799999997,Near pace
Austin Resource Recovery,Austin Resource Recovery Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,9590972.0,6599905.64,9,75.0,7193229.0,2991066.3600000003,68.8137306625439,-593323.3600000003,-6.186269337456096,8799874.186666666,-791097.8133333344,Below pace
Emergency Medical Services,General Fund,"Transfers, Debt Service, and Other Requirements",Contractual services,9583772.0,7990068.6,1,75.0,7187829.0,1593703.4000000004,83.3708126612361,802239.5999999996,8.370812661236101,10653424.799999999,1069652.7999999989,Above pace
Public Works,Transportation Fund,Asset and Facility Management,Other operating costs,9534500.0,6628247.4399999995,97,75.0,7150875.0,2906252.5600000005,69.51856353243484,-522627.5600000005,-5.48143646756516,8837663.253333332,-696836.746666668,Below pace
Financial Services,Support Services Fund,Accounting and Reporting,Contractual services,9518222.0,6949624.569999999,27,75.0,7138666.5,2568597.4300000006,73.01389450676817,-189041.93000000063,-1.9861054932318325,9266166.093333332,-252055.90666666813,Near pace
Human Resources,Employee Benefits Fund,Employee Medical,Contractual services,9428000.0,7473792.98,3,75.0,7071000.0,1954207.0199999996,79.27230568519305,402792.98000000045,4.2723056851930465,9965057.306666667,537057.3066666666,Near pace
Austin Energy,Austin Energy Fund,Customer Care,"Supplies, technology & equipment",9426627.0,4145685.9499999997,100,75.0,7069970.25,5280941.050000001,43.97846599849554,-2924284.3000000003,-31.021534001504463,5527581.266666667,-3899045.7333333334,Below pace
Financial Services,GCP-Interest Income Fund,Interfund Transfers-Other,Transfers & debt service,9340294.0,9340294.0,1,75.0,7005220.5,0.0,100.0,2335073.5,25.0,12453725.333333334,3113431.333333334,Above pace
Mayor & Council,Support Services Fund,Mayor and City Council Offices,Personnel & benefits,9332262.0,7297869.59,134,75.0,6999196.5,2034392.4100000001,78.20043618578218,298673.08999999985,3.2004361857821806,9730492.786666667,398230.7866666671,Near pace
Forensic Science,General Fund,Forensic Integrity and Laboratory Services,Personnel & benefits,9279562.0,7582826.63,103,75.0,6959671.5,1696735.37,81.71535068142225,623155.1299999999,6.715350681422251,10110435.506666666,830873.5066666659,Above pace
Public Works,Capital Projects Management Fund,Project Delivery Support,Personnel & benefits,9220769.0,6786221.47,52,75.0,6915576.75,2434547.5300000003,73.59713132386247,-129355.28000000026,-1.4028686761375297,9048295.293333333,-172473.706666667,Near pace
Parks & Recreation,General Fund,"Transfers, Debt Service, and Other Requirements",Contractual services,9112974.0,7597560.4,1,75.0,6834730.5,1515413.5999999996,83.3708117679256,762829.9000000004,8.370811767925602,10130080.533333333,1017106.5333333332,Above pace
Public Works,Transportation Fund,Transportation Engineering,Personnel & benefits,9102082.0,7646205.74,61,75.0,6826561.5,1455876.2599999998,84.00501929119073,819644.2400000002,9.005019291190735,10194940.986666666,1092858.9866666663,Above pace
Parks & Recreation,General Fund,Community Services,Contractual services,9041769.0,5179224.37,467,75.0,6781326.75,3862544.63,57.281095878472456,-1602102.38,-17.718904121527544,6905632.493333333,-2136136.506666667,Below pace
Austin Water,Austin Water Community Benefit Charge Fund,"Transfers, Debt Service, and Other Requirements",Other operating costs,8994648.0,6920514.38,2,75.0,6745986.0,2074133.62,76.94035808849885,174528.3799999999,1.9403580884988543,9227352.506666666,232704.5066666659,Near pace
Financial Services,Support Services Fund,Accounting and Reporting,Personnel & benefits,8990697.0,7500768.37,56,75.0,6743022.75,1489928.63,83.42810763169975,757745.6200000001,8.428107631699746,10001024.493333334,1010327.4933333341,Above pace
Fire,General Fund,Fire / Emergency Response,Other operating costs,8942594.0,13768717.430000002,211,75.0,6706945.5,-4826123.430000002,153.96782443662323,7061771.930000002,78.96782443662323,18358289.90666667,9415695.90666667,Above pace
Austin Convention Center,Convention Center Operating Fund,Event Operations,Contractual services,8856288.0,6187608.94,60,75.0,6642216.0,2668679.0599999996,69.86684421283499,-454607.0599999996,-5.133155787165009,8250145.253333334,-606142.7466666661,Below pace
Public Works,Transportation Fund,Transportation Operations,Contractual services,8595228.0,5818661.38,28,75.0,6446421.0,2776566.62,67.69641689551459,-627759.6200000001,-7.303583104485412,7758215.173333333,-837012.8266666671,Below pace
Austin Water,Austin Water Wastewater Utility Operating Fund,"Transfers, Debt Service, and Other Requirements",Contractual services,8562283.0,7135235.8,1,75.0,6421712.25,1427047.2000000002,83.33333294402907,713523.5499999998,8.333332944029067,9513647.733333332,951364.7333333325,Above pace
Communications & Technology Management,Information and Technology Fund,Enterprise Operations & Technology,"Supplies, technology & equipment",8552767.0,7338115.68,42,75.0,6414575.25,1214651.3200000003,85.7981478976336,923540.4299999997,10.798147897633598,9784154.24,1231387.2400000002,Above pace
Communications & Technology Management,"Combined Transportation, Emergency & Communications Ctr Fund",CTECC and Public Safety IT Support,Personnel & benefits,8494816.0,6325146.76,60,75.0,6371112.0,2169669.24,74.45890246475027,-45965.24000000022,-0.5410975352497331,8433529.013333334,-61286.986666666344,Near pace
Police,General Fund,Support Services,Personnel & benefits,8481346.0,7559437.2700000005,124,75.0,6361009.5,921908.7299999995,89.13016011845289,1198427.7700000005,14.130160118452892,10079249.693333333,1597903.6933333334,Above pace
Austin Energy,Austin Energy Fund,"Power Generation, Market Operations & Resource Planning",Contractual services,8427933.0,4353758.66,92,75.0,6320949.75,4074174.34,51.658676688578325,-1967191.0899999999,-23.341323311421675,5805011.546666667,-2622921.453333333,Below pace
Police,General Fund,Investigations,Other operating costs,8369403.0,9855290.28,715,75.0,6277052.25,-1485887.2799999993,117.75380251136191,3578238.0299999993,42.75380251136191,13140387.04,4770984.039999999,Above pace
Parks & Recreation,General Fund,Support Services,Personnel & benefits,8315309.8,7291209.76,73,75.0,6236482.35,1024100.04,87.68416253114226,1054727.4100000001,12.684162531142263,9721613.013333334,1406303.2133333338,Above pace
